message,symbols,fixed attribute values
"(10, 6, 1, 1, 1, 0)","{1, 10, 6}","('_', 0, 3, 2, 2)"
"(10, 6, 1, 6, 6, 0)","{1, 10, 6}","(0, 0, 3, 2, 1)"
"(10, 6, 1, 9, 1, 0)","{1, 10, 6, 9}","(0, 0, 3, 2, 3)"
"(10, 6, 6, 1, 1, 0)","{1, 10, 6}","(2, 0, 3, '_', 2)"
"(10, 6, 10, 6, 10, 0)","{10, 6}","(0, 0, 3, 2, '_')"
"(10, 8, 4, 8, 4, 0)","{8, 10, 4}","(0, 3, 3, 0, 1)"
"(10, 8, 4, 8, 10, 0)","{8, 10, 4}","(0, 3, 3, 0, '_')"
"(10, 8, 10, 4, 8, 0)","{8, 10, 4}","('_', 3, 3, 0, 2)"
"(10, 8, 10, 10, 10, 0)","{8, 10}","(0, 3, 3, '_', '_')"
"(10, 9, 1, 1, 1, 0)","{9, 10, 1}","('_', 0, 3, 2, 1)"
"(10, 9, 2, 9, 9, 0)","{9, 10, 2}","('_', 1, 3, 2, 1)"
"(10, 9, 6, 1, 6, 0)","{9, 10, 6, 1}","(0, 0, 3, 2, '_')"
"(10, 9, 9, 9, 9, 0)","{9, 10}","('_', '_', 3, 2, 1)"
"(10, 9, 9, 9, 10, 0)","{9, 10}","(2, '_', 3, 2, 2)"
"(10, 9, 9, 10, 10, 0)","{9, 10}","(0, '_', 3, 2, 1)"
"(10, 9, 10, 9, 10, 0)","{9, 10}","(2, '_', 3, 2, 1)"
"(10, 9, 10, 10, 10, 0)","{9, 10}","('_', '_', 3, 2, 2)"
"(10, 10, 1, 1, 1, 0)","{1, 10}","('_', 0, 3, '_', '_')"
"(10, 10, 1, 1, 6, 0)","{1, 10, 6}","(0, 0, 3, 2, 1)"
"(10, 10, 1, 1, 10, 0)","{1, 10}","(2, 0, 3, '_', 2)"
"(10, 10, 1, 10, 1, 0)","{1, 10}","(0, 0, 3, 2, '_')"
"(10, 10, 1, 10, 10, 0)","{1, 10}","(0, 0, 3, 2, '_')"
"(10, 10, 2, 2, 2, 0)","{10, 2}","('_', 1, 3, '_', '_')"
"(10, 10, 2, 10, 10, 0)","{10, 2}","(0, 1, 3, '_', '_')"
"(10, 10, 4, 4, 4, 0)","{10, 4}","('_', '_', 3, 0, '_')"
"(10, 10, 4, 4, 8, 0)","{8, 10, 4}","('_', '_', 3, 0, 1)"
"(10, 10, 4, 4, 10, 0)","{10, 4}","('_', '_', 3, 0, 3)"
"(10, 10, 4, 8, 4, 0)","{8, 10, 4}","('_', 3, 3, 0, '_')"
"(10, 10, 4, 10, 4, 0)","{10, 4}","('_', '_', 3, 0, '_')"
"(10, 10, 4, 10, 10, 0)","{10, 4}","(0, 3, 3, 0, 3)"
"(10, 10, 5, 1, 5, 0)","{1, 10, 5}","(2, 0, 3, 3, '_')"
"(10, 10, 5, 5, 5, 0)","{10, 5}","('_', '_', 3, 3, '_')"
"(10, 10, 5, 5, 10, 0)","{10, 5}","(1, '_', 3, 3, 0)"
"(10, 10, 5, 10, 5, 0)","{10, 5}","('_', '_', 3, 3, '_')"
"(10, 10, 5, 10, 10, 0)","{10, 5}","(2, 3, 3, 3, 0)"
"(10, 10, 6, 1, 1, 0)","{1, 10, 6}","(2, 0, 3, '_', 2)"
"(10, 10, 6, 6, 1, 0)","{1, 10, 6}","(0, 0, 3, 2, 3)"
"(10, 10, 6, 10, 6, 0)","{10, 6}","(1, 0, 3, 2, 2)"
"(10, 10, 6, 10, 10, 0)","{10, 6}","(2, 0, 3, 2, 2)"
"(10, 10, 8, 4, 4, 0)","{8, 10, 4}","(3, '_', 3, 0, 2)"
"(10, 10, 8, 4, 8, 0)","{8, 10, 4}","(3, 3, 3, 0, '_')"
"(10, 10, 8, 10, 10, 0)","{8, 10}","('_', 3, 3, '_', 1)"
"(10, 10, 9, 9, 2, 0)","{9, 10, 2}","('_', 1, 3, 2, 1)"
"(10, 10, 9, 9, 9, 0)","{9, 10}","(2, '_', 3, 2, 0)"
"(10, 10, 9, 10, 9, 0)","{9, 10}","('_', '_', 3, 2, '_')"
"(10, 10, 9, 10, 10, 0)","{9, 10}","('_', '_', 3, 2, '_')"
"(10, 10, 10, 1, 1, 0)","{1, 10}","('_', 0, 3, '_', 2)"
"(10, 10, 10, 1, 10, 0)","{1, 10}","(0, 0, 3, '_', 3)"
"(10, 10, 10, 2, 2, 0)","{10, 2}","(1, 1, 3, '_', 1)"
"(10, 10, 10, 2, 10, 0)","{10, 2}","('_', 1, 3, '_', '_')"
"(10, 10, 10, 4, 4, 0)","{10, 4}","('_', '_', 3, 0, 3)"
"(10, 10, 10, 4, 8, 0)","{8, 10, 4}","('_', '_', 3, 0, 1)"
"(10, 10, 10, 4, 10, 0)","{10, 4}","('_', '_', 3, 0, '_')"
"(10, 10, 10, 5, 5, 0)","{10, 5}","('_', '_', 3, 3, 1)"
"(10, 10, 10, 5, 10, 0)","{10, 5}","(1, 3, 3, 3, 1)"
"(10, 10, 10, 6, 1, 0)","{1, 10, 6}","(0, 0, 3, 2, 1)"
"(10, 10, 10, 6, 6, 0)","{10, 6}","(0, '_', 3, '_', '_')"
"(10, 10, 10, 6, 10, 0)","{10, 6}","(1, '_', 3, 1, 2)"
"(10, 10, 10, 8, 4, 0)","{8, 10, 4}","(2, 3, 3, 0, 0)"
"(10, 10, 10, 9, 9, 0)","{9, 10}","('_', '_', 3, 2, 0)"
"(10, 10, 10, 9, 10, 0)","{9, 10}","(2, '_', 3, 2, 2)"
"(10, 10, 10, 10, 1, 0)","{1, 10}","(1, 0, 3, '_', 1)"
"(10, 10, 10, 10, 2, 0)","{10, 2}","(3, 1, 3, '_', 2)"
"(10, 10, 10, 10, 4, 0)","{10, 4}","('_', '_', 3, 0, '_')"
"(10, 10, 10, 10, 5, 0)","{10, 5}","(0, '_', 3, 3, '_')"
"(10, 10, 10, 10, 9, 0)","{9, 10}","('_', '_', 3, 2, '_')"
"(10, 10, 10, 10, 10, 0)",{10},"('_', '_', 3, '_', '_')"
"(10, 10, 10, 10, 11, 0)","{10, 11}","(1, '_', 3, '_', 0)"
"(10, 10, 10, 10, 15, 0)","{10, 15}","('_', 2, 3, '_', 1)"
"(10, 10, 10, 12, 12, 0)","{10, 12}","(2, '_', 3, '_', 2)"
"(10, 10, 10, 13, 10, 0)","{10, 13}","(2, '_', 3, '_', 2)"
"(10, 10, 10, 13, 12, 0)","{10, 12, 13}","(2, '_', 3, '_', 2)"
"(10, 10, 10, 15, 10, 0)","{10, 15}","(3, 2, 3, 2, '_')"
"(10, 10, 10, 15, 15, 0)","{10, 15}","(2, 2, 3, '_', 1)"
"(10, 10, 15, 4, 15, 0)","{10, 4, 15}","('_', 2, 3, '_', '_')"
"(10, 10, 15, 10, 10, 0)","{10, 15}","('_', 2, 3, '_', '_')"
"(10, 10, 15, 10, 15, 0)","{10, 15}","(3, 2, 3, '_', '_')"
"(10, 10, 15, 15, 10, 0)","{10, 15}","(1, 2, 3, '_', 3)"
"(10, 10, 15, 15, 15, 0)","{10, 15}","('_', 2, 3, '_', '_')"
"(10, 15, 10, 4, 4, 0)","{10, 4, 15}","(2, 2, 3, 0, 1)"
"(10, 15, 10, 10, 10, 0)","{10, 15}","('_', 2, 3, '_', '_')"
"(10, 15, 10, 10, 15, 0)","{10, 15}","('_', 2, 3, 2, 2)"
"(10, 15, 10, 15, 5, 0)","{10, 5, 15}","('_', 2, 3, 2, 1)"
"(10, 15, 10, 15, 10, 0)","{10, 15}","('_', 2, 3, '_', '_')"
"(10, 15, 10, 15, 15, 0)","{10, 15}","('_', 2, 3, '_', '_')"
"(10, 15, 15, 10, 10, 0)","{10, 15}","(0, 2, 3, '_', '_')"
"(10, 15, 15, 10, 15, 0)","{10, 15}","('_', 2, 3, '_', '_')"
"(10, 15, 15, 15, 4, 0)","{10, 4, 15}","(0, 2, 3, 2, 0)"
"(10, 15, 15, 15, 10, 0)","{10, 15}","('_', 2, 3, '_', '_')"
"(10, 15, 15, 15, 15, 0)","{10, 15}","('_', 2, 3, '_', '_')"
"(11, 1, 1, 1, 4, 0)","{1, 11, 4}","(3, 0, 0, 0, 1)"
"(11, 1, 1, 4, 4, 0)","{1, 11, 4}","(3, 0, 0, 0, 1)"
"(11, 4, 8, 4, 4, 0)","{8, 11, 4}","(2, 1, 0, 0, 1)"
"(11, 7, 12, 12, 12, 0)","{11, 12, 7}","('_', '_', '_', '_', 3)"
"(11, 8, 4, 1, 4, 0)","{8, 1, 11, 4}","(3, 0, 0, 0, 1)"
"(11, 8, 4, 4, 4, 0)","{8, 11, 4}","(3, '_', '_', 0, '_')"
"(11, 8, 4, 4, 8, 0)","{8, 11, 4}","(3, '_', '_', 0, '_')"
"(11, 8, 4, 8, 4, 0)","{8, 11, 4}","('_', '_', '_', 0, '_')"
"(11, 9, 4, 2, 4, 0)","{9, 2, 11, 4}","(3, '_', '_', '_', 0)"
"(11, 9, 4, 9, 4, 0)","{9, 11, 4}","(3, '_', '_', '_', 0)"
"(11, 9, 6, 6, 6, 0)","{9, 11, 6}","('_', '_', '_', '_', 1)"
"(11, 9, 6, 6, 12, 0)","{9, 11, 12, 6}","('_', '_', '_', '_', 1)"
"(11, 9, 6, 6, 14, 0)","{9, 11, 6, 14}","(1, '_', '_', '_', 1)"
"(11, 9, 6, 12, 14, 0)","{6, 9, 11, 12, 14}","(1, '_', '_', '_', '_')"
"(11, 9, 6, 14, 14, 0)","{9, 11, 6, 14}","(1, '_', '_', '_', '_')"
"(11, 9, 9, 6, 6, 0)","{9, 11, 6}","('_', '_', '_', '_', 1)"
"(11, 9, 12, 14, 14, 0)","{9, 11, 12, 14}","(1, '_', '_', '_', '_')"
"(11, 9, 14, 14, 14, 0)","{9, 11, 14}","(1, '_', '_', '_', '_')"
"(11, 11, 9, 6, 6, 0)","{9, 11, 6}","('_', '_', '_', '_', 1)"
"(11, 11, 9, 11, 6, 0)","{9, 11, 6}","(3, '_', '_', '_', 1)"
"(11, 11, 9, 11, 11, 0)","{9, 11}","(3, '_', '_', '_', '_')"
"(11, 11, 9, 11, 12, 0)","{9, 11, 12}","(3, '_', '_', '_', 0)"
"(11, 11, 11, 9, 11, 0)","{9, 11}","(3, '_', '_', '_', '_')"
"(11, 11, 11, 11, 6, 0)","{11, 6}","(3, '_', '_', '_', 1)"
"(11, 11, 11, 11, 11, 0)",{11},"(3, '_', '_', '_', '_')"
"(11, 11, 11, 12, 11, 0)","{11, 12}","(3, '_', '_', '_', 3)"
"(11, 11, 11, 12, 12, 0)","{11, 12}","(3, '_', '_', '_', 3)"
"(11, 11, 12, 9, 4, 0)","{9, 11, 12, 4}","(3, '_', '_', '_', 0)"
"(11, 11, 12, 12, 11, 0)","{11, 12}","(3, '_', '_', '_', 3)"
"(11, 11, 12, 12, 12, 0)","{11, 12}","('_', '_', '_', '_', 3)"
"(11, 13, 11, 11, 11, 0)","{11, 13}","(3, '_', '_', '_', 2)"
"(12, 1, 1, 1, 1, 0)","{1, 12}","('_', 0, 1, '_', '_')"
"(12, 1, 1, 1, 4, 0)","{1, 12, 4}","('_', 0, 1, 0, '_')"
"(12, 1, 1, 4, 1, 0)","{1, 12, 4}","('_', 0, 1, 0, '_')"
"(12, 1, 1, 4, 4, 0)","{1, 12, 4}","(3, 0, 1, 0, '_')"
"(12, 1, 4, 1, 4, 0)","{1, 12, 4}","('_', 0, 1, 0, '_')"
"(12, 1, 4, 4, 1, 0)","{1, 12, 4}","(0, 0, 1, 0, 1)"
"(12, 1, 4, 4, 4, 0)","{1, 12, 4}","('_', 0, 1, 0, '_')"
"(12, 1, 12, 1, 1, 0)","{1, 12}","('_', 0, 1, '_', '_')"
"(12, 1, 14, 1, 1, 0)","{1, 12, 14}","(0, 0, 1, 1, '_')"
"(12, 2, 2, 2, 2, 0)","{2, 12}","('_', 1, 1, '_', '_')"
"(12, 2, 2, 2, 4, 0)","{2, 12, 4}","('_', 1, 1, 0, '_')"
"(12, 2, 2, 2, 9, 0)","{9, 2, 12}","(0, 1, 1, 2, 1)"
"(12, 2, 2, 4, 2, 0)","{2, 12, 4}","('_', 1, 1, 0, 0)"
"(12, 2, 2, 4, 8, 0)","{8, 2, 12, 4}","(2, 1, 1, 0, '_')"
"(12, 2, 4, 2, 4, 0)","{2, 12, 4}","('_', 1, 1, 0, '_')"
"(12, 2, 4, 8, 4, 0)","{8, 2, 12, 4}","('_', 1, '_', 0, '_')"
"(12, 2, 5, 5, 5, 0)","{2, 12, 5}","(3, 1, 1, 3, 1)"
"(12, 2, 9, 2, 9, 0)","{9, 2, 12}","('_', 1, 1, 2, 1)"
"(12, 2, 9, 9, 9, 0)","{9, 2, 12}","('_', 1, 1, 2, '_')"
"(12, 2, 12, 2, 2, 0)","{2, 12}","('_', 1, 1, '_', 2)"
"(12, 4, 4, 4, 4, 0)","{12, 4}","(1, 2, 1, 0, 1)"
"(12, 4, 8, 4, 4, 0)","{8, 12, 4}","('_', '_', '_', 0, '_')"
"(12, 4, 12, 4, 4, 0)","{12, 4}","(0, '_', '_', 0, 0)"
"(12, 4, 12, 4, 8, 0)","{8, 12, 4}","('_', 2, 1, 0, 0)"
"(12, 4, 12, 4, 12, 0)","{12, 4}","('_', '_', '_', '_', 0)"
"(12, 4, 12, 6, 6, 0)","{12, 4, 6}","(2, 2, 1, 1, 0)"
"(12, 4, 12, 12, 12, 0)","{12, 4}","('_', 2, 1, 1, '_')"
"(12, 4, 14, 12, 12, 0)","{12, 4, 14}","(2, 2, 1, 1, 2)"
"(12, 4, 14, 12, 15, 0)","{12, 4, 14, 15}","(0, 2, 1, 1, '_')"
"(12, 4, 14, 14, 14, 0)","{12, 4, 14}","(2, 2, 1, 1, 1)"
"(12, 4, 15, 4, 4, 0)","{12, 4, 15}","(2, 2, '_', 0, 0)"
"(12, 5, 5, 5, 5, 0)","{12, 5}","('_', '_', 1, 3, '_')"
"(12, 5, 8, 5, 5, 0)","{8, 12, 5}","('_', 3, 1, 3, 1)"
"(12, 5, 12, 5, 12, 0)","{12, 5}","(2, '_', 1, 3, 0)"
"(12, 8, 4, 4, 4, 0)","{8, 12, 4}","('_', '_', '_', 0, 1)"
"(12, 8, 4, 4, 8, 0)","{8, 12, 4}","(1, '_', 1, 0, 2)"
"(12, 8, 4, 8, 4, 0)","{8, 12, 4}","('_', 3, 1, 0, '_')"
"(12, 8, 4, 12, 4, 0)","{8, 12, 4}","(1, 3, 1, 0, 0)"
"(12, 8, 5, 5, 5, 0)","{8, 12, 5}","('_', 3, 1, 3, 1)"
"(12, 8, 8, 4, 8, 0)","{8, 12, 4}","('_', 3, 1, 0, '_')"
"(12, 8, 8, 8, 4, 0)","{8, 12, 4}","('_', 3, 1, 0, '_')"
"(12, 8, 8, 8, 5, 0)","{8, 12, 5}","(2, 3, 1, 0, '_')"
"(12, 8, 8, 8, 7, 0)","{8, 12, 7}","(1, 3, 1, '_', 2)"
"(12, 8, 8, 8, 8, 0)","{8, 12}","('_', 3, '_', '_', '_')"
"(12, 8, 8, 8, 9, 0)","{8, 9, 12}","('_', 3, 1, 2, 2)"
"(12, 8, 8, 8, 12, 0)","{8, 12}","(0, 3, 1, '_', '_')"
"(12, 8, 8, 9, 8, 0)","{8, 9, 12}","('_', 3, 1, 2, '_')"
"(12, 8, 8, 12, 8, 0)","{8, 12}","('_', 3, 1, '_', '_')"
"(12, 8, 9, 8, 8, 0)","{8, 9, 12}","('_', 3, 1, 2, 0)"
"(12, 8, 9, 8, 9, 0)","{8, 9, 12}","(0, 3, 1, 2, 2)"
"(12, 8, 9, 9, 8, 0)","{8, 9, 12}","('_', 3, 1, 2, 1)"
"(12, 8, 9, 9, 9, 0)","{8, 9, 12}","(0, 3, 1, 2, '_')"
"(12, 8, 12, 8, 4, 0)","{8, 12, 4}","('_', 3, 1, 0, 2)"
"(12, 8, 12, 8, 8, 0)","{8, 12}","(2, 3, 1, '_', 3)"
"(12, 9, 2, 2, 2, 0)","{9, 2, 12}","(0, 1, 1, 2, '_')"
"(12, 9, 2, 2, 9, 0)","{9, 2, 12}","(0, 1, 1, 2, 0)"
"(12, 9, 2, 9, 9, 0)","{9, 2, 12}","(1, 1, 1, 2, 3)"
"(12, 9, 8, 8, 8, 0)","{8, 9, 12}","('_', 3, 1, 2, '_')"
"(12, 9, 8, 9, 9, 0)","{8, 9, 12}","(0, 3, 1, 2, 3)"
"(12, 9, 9, 2, 2, 0)","{9, 2, 12}","(0, 1, 1, 2, 0)"
"(12, 9, 9, 6, 6, 0)","{9, 12, 6}","('_', 2, 1, 2, '_')"
"(12, 9, 9, 6, 12, 0)","{9, 12, 6}","(3, 2, 1, 2, 2)"
"(12, 9, 9, 8, 8, 0)","{8, 9, 12}","('_', 3, 1, 2, 1)"
"(12, 9, 9, 8, 9, 0)","{8, 9, 12}","('_', 3, 1, 2, 2)"
"(12, 9, 9, 9, 6, 0)","{9, 12, 6}","(1, '_', 1, 2, '_')"
"(12, 9, 9, 9, 8, 0)","{8, 9, 12}","('_', 3, 1, 2, 0)"
"(12, 9, 9, 9, 9, 0)","{9, 12}","('_', '_', 1, 2, '_')"
"(12, 9, 9, 9, 13, 0)","{9, 12, 13}","(0, '_', 1, 2, 2)"
"(12, 9, 9, 9, 15, 0)","{9, 12, 15}","(0, 2, 1, 2, 0)"
"(12, 9, 9, 15, 6, 0)","{9, 12, 6, 15}","(3, 2, 1, 2, '_')"
"(12, 9, 9, 15, 9, 0)","{9, 12, 15}","(2, 2, 1, 2, 0)"
"(12, 9, 12, 12, 12, 0)","{9, 12}","(0, '_', '_', '_', '_')"
"(12, 9, 15, 9, 6, 0)","{9, 12, 6, 15}","('_', 2, 1, 2, 1)"
"(12, 9, 15, 15, 12, 0)","{9, 12, 15}","(1, 2, 1, 2, 2)"
"(12, 9, 15, 15, 15, 0)","{9, 12, 15}","(1, 2, 1, '_', 0)"
"(12, 12, 1, 1, 1, 0)","{1, 12}","(0, 0, 1, '_', '_')"
"(12, 12, 1, 1, 4, 0)","{1, 12, 4}","(0, 0, 1, 0, '_')"
"(12, 12, 1, 12, 1, 0)","{1, 12}","(0, 0, 1, '_', 2)"
"(12, 12, 2, 2, 2, 0)","{2, 12}","('_', 1, 1, '_', '_')"
"(12, 12, 2, 2, 4, 0)","{2, 12, 4}","(3, 1, 1, 0, '_')"
"(12, 12, 2, 2, 9, 0)","{9, 2, 12}","(3, 1, 1, 2, 0)"
"(12, 12, 2, 4, 2, 0)","{2, 12, 4}","(3, 1, 1, 0, '_')"
"(12, 12, 2, 12, 2, 0)","{2, 12}","(3, 1, 1, '_', '_')"
"(12, 12, 4, 4, 4, 0)","{12, 4}","(2, '_', 1, 0, 3)"
"(12, 12, 4, 4, 8, 0)","{8, 12, 4}","(3, 3, 1, 0, 2)"
"(12, 12, 4, 8, 4, 0)","{8, 12, 4}","('_', '_', 1, 0, '_')"
"(12, 12, 4, 12, 4, 0)","{12, 4}","(2, '_', 1, 0, '_')"
"(12, 12, 4, 13, 4, 0)","{13, 12, 4}","(2, '_', 1, 0, 0)"
"(12, 12, 4, 15, 4, 0)","{12, 4, 15}","(3, 2, 1, 0, 0)"
"(12, 12, 5, 5, 5, 0)","{12, 5}","('_', '_', 1, 3, '_')"
"(12, 12, 5, 5, 8, 0)","{8, 12, 5}","('_', 3, 1, 3, 2)"
"(12, 12, 5, 12, 5, 0)","{12, 5}","(0, 3, 1, 3, '_')"
"(12, 12, 5, 12, 12, 0)","{12, 5}","(0, 3, 1, 3, 0)"
"(12, 12, 8, 4, 4, 0)","{8, 12, 4}","('_', '_', 1, 0, '_')"
"(12, 12, 8, 4, 8, 0)","{8, 12, 4}","('_', '_', 1, 0, 3)"
"(12, 12, 8, 8, 4, 0)","{8, 12, 4}","('_', 3, 1, 0, '_')"
"(12, 12, 8, 8, 6, 0)","{8, 12, 6}","('_', 3, 1, 0, '_')"
"(12, 12, 8, 8, 7, 0)","{8, 12, 7}","(1, 3, 1, '_', 0)"
"(12, 12, 8, 8, 8, 0)","{8, 12}","('_', 3, 1, '_', '_')"
"(12, 12, 8, 8, 11, 0)","{8, 11, 12}","(3, 3, 1, '_', 2)"
"(12, 12, 8, 9, 8, 0)","{8, 9, 12}","(2, 3, 1, 2, 3)"
"(12, 12, 8, 9, 9, 0)","{8, 9, 12}","(2, 3, 1, 2, 1)"
"(12, 12, 8, 12, 4, 0)","{8, 12, 4}","(2, 2, 1, 0, 3)"
"(12, 12, 8, 12, 8, 0)","{8, 12}","(1, 3, 1, '_', 1)"
"(12, 12, 8, 13, 12, 0)","{8, 12, 13}","(2, 2, 1, 0, 1)"
"(12, 12, 9, 4, 4, 0)","{9, 12, 4}","(1, '_', 1, 0, '_')"
"(12, 12, 9, 4, 12, 0)","{9, 12, 4}","(0, '_', 1, 0, 0)"
"(12, 12, 9, 8, 8, 0)","{8, 9, 12}","('_', 3, 1, 2, 3)"
"(12, 12, 9, 8, 9, 0)","{8, 9, 12}","(3, 3, 1, 2, '_')"
"(12, 12, 9, 9, 9, 0)","{9, 12}","('_', '_', 1, 2, '_')"
"(12, 12, 9, 9, 11, 0)","{9, 11, 12}","(3, '_', 1, 2, 1)"
"(12, 12, 11, 8, 4, 0)","{8, 11, 12, 4}","(3, '_', 1, 0, 3)"
"(12, 12, 12, 1, 1, 0)","{1, 12}","(0, 0, 1, 0, 3)"
"(12, 12, 12, 2, 2, 0)","{2, 12}","(3, 1, 1, '_', 3)"
"(12, 12, 12, 2, 12, 0)","{2, 12}","(3, 1, 1, '_', 0)"
"(12, 12, 12, 4, 4, 0)","{12, 4}","('_', 2, 1, 0, 0)"
"(12, 12, 12, 4, 8, 0)","{8, 12, 4}","('_', '_', 1, 0, '_')"
"(12, 12, 12, 4, 15, 0)","{12, 4, 15}","('_', 2, 1, 0, 3)"
"(12, 12, 12, 5, 5, 0)","{12, 5}","('_', '_', 1, 3, '_')"
"(12, 12, 12, 8, 4, 0)","{8, 12, 4}","('_', '_', '_', 0, '_')"
"(12, 12, 12, 8, 8, 0)","{8, 12}","('_', 3, 1, '_', '_')"
"(12, 12, 12, 8, 9, 0)","{8, 9, 12}","(3, 3, 1, 2, '_')"
"(12, 12, 12, 8, 12, 0)","{8, 12}","(3, 3, 1, '_', 1)"
"(12, 12, 12, 9, 6, 0)","{9, 12, 6}","(1, '_', 1, '_', 1)"
"(12, 12, 12, 9, 9, 0)","{9, 12}","('_', '_', 1, 2, 3)"
"(12, 12, 12, 11, 2, 0)","{2, 11, 12}","(3, '_', '_', '_', 2)"
"(12, 12, 12, 11, 8, 0)","{8, 11, 12}","(3, '_', 1, 0, 3)"
"(12, 12, 12, 12, 1, 0)","{1, 12}","(0, 0, 1, 0, 3)"
"(12, 12, 12, 12, 2, 0)","{2, 12}","('_', '_', 1, 0, '_')"
"(12, 12, 12, 12, 4, 0)","{12, 4}","('_', '_', 1, '_', '_')"
"(12, 12, 12, 12, 5, 0)","{12, 5}","(2, '_', 1, 3, 3)"
"(12, 12, 12, 12, 6, 0)","{12, 6}","(1, '_', 1, '_', 3)"
"(12, 12, 12, 12, 8, 0)","{8, 12}","('_', '_', 1, '_', '_')"
"(12, 12, 12, 12, 9, 0)","{9, 12}","(3, '_', 1, '_', '_')"
"(12, 12, 12, 12, 11, 0)","{11, 12}","(3, '_', 1, 0, 3)"
"(12, 12, 12, 12, 12, 0)",{12},"('_', '_', 1, '_', '_')"
"(12, 12, 12, 12, 13, 0)","{12, 13}","(2, '_', 1, '_', '_')"
"(12, 12, 12, 12, 14, 0)","{12, 14}","(3, '_', 1, 1, '_')"
"(12, 12, 12, 12, 15, 0)","{12, 15}","('_', 2, 1, '_', '_')"
"(12, 12, 12, 14, 12, 0)","{12, 14}","('_', '_', 1, 1, '_')"
"(12, 12, 12, 14, 14, 0)","{12, 14}","(3, 2, 1, 1, 3)"
"(12, 12, 12, 15, 4, 0)","{12, 4, 15}","('_', 2, 1, '_', '_')"
"(12, 12, 12, 15, 12, 0)","{12, 15}","('_', 2, 1, '_', '_')"
"(12, 12, 12, 15, 15, 0)","{12, 15}","(2, 2, 1, '_', 3)"
"(12, 12, 14, 12, 12, 0)","{12, 14}","(1, '_', 1, 1, 3)"
"(12, 12, 14, 12, 14, 0)","{12, 14}","(3, '_', 1, 1, 3)"
"(12, 12, 14, 14, 12, 0)","{12, 14}","('_', 2, 1, 1, '_')"
"(12, 12, 14, 14, 14, 0)","{12, 14}","('_', 2, 1, 1, '_')"
"(12, 12, 15, 4, 4, 0)","{12, 4, 15}","('_', 2, 1, 0, 0)"
"(12, 12, 15, 4, 8, 0)","{8, 12, 4, 15}","(2, 2, 1, 0, '_')"
"(12, 12, 15, 4, 12, 0)","{12, 4, 15}","('_', 2, 1, '_', '_')"
"(12, 12, 15, 4, 15, 0)","{12, 4, 15}","('_', 2, 1, 0, '_')"
"(12, 12, 15, 12, 12, 0)","{12, 15}","('_', 2, 1, '_', '_')"
"(12, 12, 15, 12, 15, 0)","{12, 15}","('_', 2, 1, '_', '_')"
"(12, 12, 15, 15, 4, 0)","{12, 4, 15}","(3, 2, 1, 0, '_')"
"(12, 12, 15, 15, 12, 0)","{12, 15}","('_', 2, 1, '_', 1)"
"(12, 12, 15, 15, 15, 0)","{12, 15}","('_', 2, 1, '_', '_')"
"(12, 14, 8, 8, 8, 0)","{8, 12, 14}","('_', 3, '_', 1, '_')"
"(12, 14, 12, 8, 8, 0)","{8, 12, 14}","(3, 3, 1, 1, 0)"
"(12, 14, 12, 12, 2, 0)","{2, 12, 14}","(3, '_', 1, 1, 2)"
"(12, 14, 12, 12, 12, 0)","{12, 14}","('_', '_', 1, 1, '_')"
"(12, 14, 12, 12, 14, 0)","{12, 14}","('_', '_', 1, 1, '_')"
"(12, 14, 12, 12, 15, 0)","{12, 14, 15}","(3, 2, 1, 1, '_')"
"(12, 14, 12, 14, 12, 0)","{12, 14}","('_', '_', 1, 1, '_')"
"(12, 14, 12, 14, 14, 0)","{12, 14}","('_', '_', 1, 1, '_')"
"(12, 14, 12, 14, 15, 0)","{12, 14, 15}","(3, 2, 1, 1, 2)"
"(12, 14, 12, 15, 12, 0)","{12, 14, 15}","('_', 2, 1, 1, 0)"
"(12, 14, 14, 4, 15, 0)","{12, 4, 14, 15}","('_', 2, 1, 1, '_')"
"(12, 14, 14, 8, 8, 0)","{8, 12, 14}","(2, 3, 1, 1, 3)"
"(12, 14, 14, 12, 12, 0)","{12, 14}","('_', '_', 1, 1, '_')"
"(12, 14, 14, 12, 13, 0)","{12, 13, 14}","(0, '_', 1, 1, 0)"
"(12, 14, 14, 12, 14, 0)","{12, 14}","('_', '_', 1, 1, '_')"
"(12, 14, 14, 12, 15, 0)","{12, 14, 15}","(3, 2, 1, 1, 0)"
"(12, 14, 14, 14, 4, 0)","{12, 4, 14}","(2, 2, 1, 1, 0)"
"(12, 14, 14, 14, 12, 0)","{12, 14}","('_', '_', 1, 1, '_')"
"(12, 14, 14, 14, 14, 0)","{12, 14}","('_', '_', 1, 1, '_')"
"(12, 14, 14, 14, 15, 0)","{12, 14, 15}","('_', 2, 1, 1, 2)"
"(12, 14, 14, 15, 12, 0)","{12, 14, 15}","(3, 2, 1, 1, 0)"
"(12, 14, 14, 15, 14, 0)","{12, 14, 15}","(1, 2, 1, 1, 0)"
"(12, 14, 15, 12, 15, 0)","{12, 14, 15}","(3, 2, 1, 1, 0)"
"(12, 14, 15, 15, 15, 0)","{12, 14, 15}","(3, 2, 1, 1, 0)"
"(12, 15, 4, 4, 4, 0)","{12, 4, 15}","('_', 2, '_', 0, 2)"
"(12, 15, 4, 4, 8, 0)","{8, 12, 4, 15}","(3, 2, 1, 0, '_')"
"(12, 15, 4, 12, 4, 0)","{12, 4, 15}","('_', 2, '_', 0, 0)"
