message,symbols,fixed attribute values
"(25, 16, 16, 16, 0)","{16, 25}","('_', 6, '_', '_')"
"(25, 16, 21, 23, 0)","{16, 25, 21, 23}","(0, 6, 1, 0)"
"(25, 16, 23, 16, 0)","{16, 25, 23}","(4, 6, 1, 5)"
"(25, 16, 24, 24, 0)","{16, 25, 24}","(0, 6, 1, 2)"
"(25, 18, 14, 17, 0)","{25, 18, 14, 17}","(6, 6, 5, 0)"
"(25, 18, 14, 18, 0)","{25, 18, 14}","(6, 6, 5, '_')"
"(25, 18, 18, 14, 0)","{25, 18, 14}","(5, 6, 5, 5)"
"(25, 18, 18, 18, 0)","{25, 18}","('_', 6, 5, '_')"
"(25, 18, 18, 19, 0)","{25, 18, 19}","(5, 6, 5, 5)"
"(25, 20, 20, 20, 0)","{25, 20}","('_', '_', '_', '_')"
"(25, 21, 14, 14, 0)","{25, 21, 14}","(4, 6, '_', 0)"
"(25, 21, 14, 21, 0)","{25, 21, 14}","(4, 6, '_', 0)"
"(25, 21, 14, 23, 0)","{25, 21, 14, 23}","(2, 6, '_', 0)"
"(25, 21, 18, 18, 0)","{25, 18, 21}","(5, 6, 5, 0)"
"(25, 21, 21, 14, 0)","{25, 21, 14}","(2, 6, 1, 0)"
"(25, 21, 21, 16, 0)","{16, 25, 21}","(0, 6, 1, 0)"
"(25, 21, 21, 21, 0)","{25, 21}","('_', 6, '_', 0)"
"(25, 21, 21, 23, 0)","{25, 21, 23}","(2, 6, 3, 0)"
"(25, 21, 23, 21, 0)","{25, 21, 23}","('_', 6, '_', 0)"
"(25, 21, 23, 23, 0)","{25, 21, 23}","(4, 6, '_', 0)"
"(25, 21, 26, 26, 0)","{25, 26, 21}","(2, 6, 0, 0)"
"(25, 23, 1, 14, 0)","{25, 14, 1, 23}","(3, 6, 4, 0)"
"(25, 23, 8, 8, 0)","{8, 25, 23}","('_', 6, 4, '_')"
"(25, 23, 8, 14, 0)","{8, 25, 14, 23}","(4, 6, 4, 1)"
"(25, 23, 8, 23, 0)","{8, 25, 23}","('_', 6, 4, '_')"
"(25, 23, 14, 14, 0)","{25, 14, 23}","(7, 6, 4, 0)"
"(25, 23, 14, 23, 0)","{25, 14, 23}","(3, 6, 4, 1)"
"(25, 23, 16, 16, 0)","{16, 25, 23}","(0, 6, 1, 1)"
"(25, 23, 20, 23, 0)","{25, 20, 23}","(7, 6, 4, 4)"
"(25, 23, 23, 8, 0)","{8, 25, 23}","('_', 6, 4, '_')"
"(25, 23, 23, 16, 0)","{16, 25, 23}","(0, 6, '_', 1)"
"(25, 23, 23, 21, 0)","{25, 21, 23}","(3, 6, '_', 0)"
"(25, 23, 23, 23, 0)","{25, 23}","('_', 6, '_', '_')"
"(25, 23, 23, 24, 0)","{24, 25, 23}","(0, 6, 4, 2)"
"(25, 23, 24, 23, 0)","{24, 25, 23}","(4, 6, 4, 2)"
"(25, 23, 24, 24, 0)","{24, 25, 23}","('_', 6, 4, 2)"
"(25, 23, 25, 14, 0)","{25, 14, 23}","(2, 6, 4, 1)"
"(25, 24, 24, 24, 0)","{24, 25}","('_', 6, '_', 2)"
"(25, 26, 14, 14, 0)","{25, 26, 14}","('_', 6, 0, 7)"
"(25, 26, 14, 26, 0)","{25, 26, 14}","('_', 6, 0, '_')"
"(25, 26, 26, 26, 0)","{25, 26}","('_', 6, 0, '_')"
"(26, 2, 7, 7, 0)","{26, 2, 7}","(2, 7, 0, 7)"
"(26, 2, 7, 19, 0)","{19, 26, 2, 7}","('_', 7, 0, 5)"
"(26, 2, 7, 20, 0)","{26, 2, 20, 7}","(2, 7, 0, 5)"
"(26, 2, 20, 20, 0)","{26, 2, 20}","(5, 7, 0, 3)"
"(26, 2, 21, 21, 0)","{26, 2, 21}","('_', 3, 0, 5)"
"(26, 2, 26, 20, 0)","{26, 2, 20}","(7, 7, 0, 5)"
"(26, 4, 26, 26, 0)","{26, 4}","(3, 3, 0, 7)"
"(26, 5, 5, 5, 0)","{26, 5}","('_', '_', 0, 3)"
"(26, 5, 26, 5, 0)","{26, 5}","(5, '_', 0, 3)"
"(26, 5, 26, 26, 0)","{26, 5}","('_', 0, 0, 3)"
"(26, 7, 7, 20, 0)","{26, 20, 7}","(5, 7, 0, 5)"
"(26, 13, 13, 13, 0)","{26, 13}","(1, '_', 0, '_')"
"(26, 13, 13, 26, 0)","{26, 13}","(1, 2, 0, 1)"
"(26, 13, 26, 13, 0)","{26, 13}","(1, '_', 0, 1)"
"(26, 13, 26, 26, 0)","{26, 13}","(1, 0, 0, 1)"
"(26, 14, 14, 26, 0)","{26, 14}","(5, 6, 0, 6)"
"(26, 19, 19, 19, 0)","{26, 19}","(2, 2, 0, 5)"
"(26, 20, 20, 20, 0)","{26, 20}","('_', '_', 0, 4)"
"(26, 20, 20, 26, 0)","{26, 20}","(0, 7, 0, 4)"
"(26, 21, 14, 14, 0)","{26, 21, 14}","(3, 6, 0, 0)"
"(26, 21, 21, 21, 0)","{26, 21}","(4, '_', 0, 0)"
"(26, 21, 21, 26, 0)","{26, 21}","(3, 6, 0, 0)"
"(26, 21, 26, 21, 0)","{26, 21}","(6, '_', 0, 0)"
"(26, 21, 26, 26, 0)","{26, 21}","('_', '_', 0, 0)"
"(26, 24, 24, 24, 0)","{24, 26}","('_', 1, 0, 2)"
"(26, 24, 24, 26, 0)","{24, 26}","(0, 1, 0, 2)"
"(26, 24, 26, 24, 0)","{24, 26}","(2, 1, 0, 2)"
"(26, 25, 14, 14, 0)","{25, 26, 14}","(6, 6, 0, 6)"
"(26, 26, 2, 20, 0)","{26, 2, 20}","(0, 7, 0, 5)"
"(26, 26, 5, 5, 0)","{26, 5}","('_', '_', 0, 3)"
"(26, 26, 5, 26, 0)","{26, 5}","('_', '_', 0, 3)"
"(26, 26, 7, 26, 0)","{26, 7}","(4, 7, 0, 5)"
"(26, 26, 13, 13, 0)","{26, 13}","(1, '_', 0, 2)"
"(26, 26, 14, 14, 0)","{26, 14}","(3, 1, 0, 6)"
"(26, 26, 16, 26, 0)","{16, 26}","(0, 0, 0, 6)"
"(26, 26, 19, 19, 0)","{26, 19}","(3, 2, 0, 5)"
"(26, 26, 20, 20, 0)","{26, 20}","(7, 7, 0, 4)"
"(26, 26, 21, 21, 0)","{26, 21}","('_', 4, 0, 0)"
"(26, 26, 24, 24, 0)","{24, 26}","('_', '_', 0, 2)"
"(26, 26, 26, 2, 0)","{26, 2}","(0, 7, 0, 5)"
"(26, 26, 26, 5, 0)","{26, 5}","('_', '_', 0, 3)"
"(26, 26, 26, 13, 0)","{26, 13}","(1, 5, 0, 2)"
"(26, 26, 26, 19, 0)","{26, 19}","(3, 2, 0, 7)"
"(26, 26, 26, 20, 0)","{26, 20}","(5, 7, 0, 4)"
"(26, 26, 26, 21, 0)","{26, 21}","('_', 5, 0, 0)"
"(26, 26, 26, 24, 0)","{24, 26}","(2, 1, 0, 2)"
"(26, 26, 26, 26, 0)",{26},"('_', '_', 0, '_')"
